Count,sample_num
1916,584638
1917,584906
1918,585178
1919,585458
1920,585734
1921,586014
1922,586279
1923,586528
1924,586774
1925,587034
1926,587302
1927,587575
1928,587846
1929,588114
1930,588380
1931,588645
1932,588909
1933,589180
1934,589457
1935,589750
1936,590044
1937,590319
1938,590591
1939,590867
1940,591147
1941,591419
1942,591710
1943,592000
1944,592291
1945,592575
1946,592857
1947,593071
1948,593390
1949,593686
1950,593994
1951,594281
1952,594566
1953,594857
1954,595130
1955,595405
1956,595693
1957,595995
1958,596281
1959,596587
1960,596882
1961,597139
1962,597405
1963,597673
1964,597928
1965,598189
1966,598461
1967,598715
1968,598972
1969,599225
1970,599471
1971,599706
1972,599955
1973,600217
1974,600486
1975,600741
1976,601013
1977,601276
1978,601540
1979,601802
1980,602067
1981,602333
1982,602611
1983,602896
1984,603182
1985,603458
1986,603725
1987,603992
1988,604279
1989,604566
1990,604845
1991,605151
1992,605462
1993,605739
1994,606010
1995,606296
1996,606589
1997,606883
1998,607181
1999,607478
2000,607767
2001,608047
2002,608312
2003,608579
2004,608855
2005,609139
2006,609428
2007,609719
2008,609991
2009,610264
2010,610547
2011,610826
2012,611110
2013,611402
2014,611698
2015,611989
2016,612266
2017,612542
2018,612822
2019,613110
2020,613402
2021,613696
2022,613986
2023,614262
2024,614542
2025,614818
2026,615092
2027,615373
2028,615679
2029,615971
2030,616253
2031,616529
2032,616806
2033,617088
2034,617369
2035,617658
2036,617952
2037,618251
2038,618531
2039,618807
2040,619084
2041,619365
2042,619655
2043,619954
2044,620252
2045,620544
2046,620828
2047,621105
